id	name	industries	founded_date	num_employees	website	about
agora-services-whats-in-your-core	Agora	Banking, Debit Cards, FinTech, Mobile Payments, Payments, Personal Finance	2018-04-12	11-50	http://www.agoraft.com/	Agora is a provider of digital platform banking solutions.
truvian-sciences	Truvian Sciences	Biotechnology, Health Care, Health Diagnostics, Life Science, Medical Device	2015-01-01	101-250	https://www.truvianhealth.com	Truvian Sciences develops an automated benchtop system to provide lab-accurate blood testing results.
buildcoin-foundation	BuildCoin Foundation	NULL	2017-01-01	NULL	https://www.buildcoinfoundation.org/	Building a Better World, One Block at a Time
outlier-ventures-ltd-llp	Outlier Ventures	Artificial Intelligence (AI), Blockchain, Fashion, FinTech, Gaming, Information Technology, Internet, Metaverse, Venture Capital, Web3	2014-06-25	51-100	https://www.outlierventures.io	The World's Leading Open Metaverse Accelerator and Web3 Investor
snatchbot	SnatchBot	Artificial Intelligence (AI), Chatbot, Embedded Software, Human Computer Interaction, Machine Learning, Natural Language Processing, SaaS, Software, Unified Communications	2015-12-12	51-100	https://snatchbot.me	SnatchBot is a free cloud-based chatbot platform to build bots for Facebook messenger, Skype, Slack, SMS, Twitter, WeChat and others...
findcourses-pro	Findcourses PRO	Education, Procurement, Search Engine, Training	2001-01-01	1-10	https://www.findcoursespro.com	Findcourses PRO is a search engine that provides professional training procurement solutions to public and private organizations.
optiplane-drone-systems	Optiplane drone systems	Drones	2014-01-01	11-50	http://optiplane.ru/en	Optiplane drone systems designs and produces long-range VTOL UAVS drones.
yipp-e	Yipp-e	Affiliate Marketing, Mobile Apps, Travel, Travel Accommodations	2016-07-23	1-10	http://Yipp-e.com	Disruptive live stream travel affiliation
disruptive-asia	Disruptive.Asia	Media and Entertainment, Publishing	2016-08-01	1-10	https://disruptive.asia	Disruptive.Asia covers the current state of digital disruption in the Asia-Pacific telecommunications industry.
speedlegal	SpeedLegal	Information Technology, Software	2014-08-18	NULL	http://speed.legal	SpeedLegal is a Spanish language software application used for business and portfolio management.
maa-2dd3	MAA	Charity, Non Profit	1989-01-01	11-50	https://www.maainternational.org.au	MAA believes in supporting and assisting the world’s poorest and most needy communities regardless of race, religion, or nationality.
carlow-university	Carlow University	NULL	1929-01-01	NULL	http://www.carlow.edu/	Carlow University is a school in Pittsburgh.
guangzhou-association-of-service-trade-outsourcing	Guangzhou Association of Service Trade & Outsourcing	Association, Human Resources, Outsourcing	2011-01-01	NULL	http://gzoutsourcing.cn	Guangzhou Association of Service Trade & Outsourcing specializes in outsourcing management, , research, and training services.
alternative-56ee	Alternative Payments	Financial Services, Online Portals, Payments	2021-01-01	11-50	https://alternativepayments.io	Alternative Payments is the platform that accelerates cash flow and boosts revenue without traditional payment complexities.
g2-inc	G2, Inc	Analytics, Big Data, Information Technology, Security, Software	2001-01-01	51-100	http://www.g2-inc.com/	G2, Inc is an organization that provides data analysis and security services.
defense-technical-information-center	Defense Technical Information Center	Communities, CRM, Information Technology	1945-01-01	501-1000	https://discover.dtic.mil/	Information For The Defence Community.
philz-coffee	Philz Coffee	Coffee, Food and Beverage, Restaurants	2003-01-01	1001-5000	http://philzcoffee.com	Philz is a third wave coffee shop chain with locations primarily in the Bay Area.
medisend	MediSend	Delivery, Health Care, Internet	2020-02-14	51-100	https://medisend.co/	MediSend provides a healthcare assistant software.
medisked	MediSked	Business Intelligence, Health Care, Software	2003-01-01	51-100	http://www.medisked.com/	MediSked delivers integrated technology solutions and expertise to human service organizations that support our community.
medspeed	MedSpeed	Health Care, Hospital	2000-01-01	1001-5000	http://www.medspeed.com	Transforming Logistics and Courier Services from Cost Center to Strategic Asset.
jobs-for-the-future	Jobs for the Future	Non Profit	1983-01-01	251-500	http://www.jff.org	Jobs for the Future is non profit organization helping youth and adults preparing for college and career.
wevo-c260	Wevo	Food and Beverage, Restaurants, Snack Food	NULL	NULL	https://www.wevo.cl	Wevo works to develop the industrialization of its 100% plant-based liquid egg counterpart in order to increase its usable life.
speak-3	Speak	Artificial Intelligence (AI), E-Learning, Language Learning, Speech Recognition	2016-01-01	101-250	https://www.speak.com	Speak develops tools that facilitate real-time communication and collaboration among users in various environments.
perk-annex	Perk Annex	Consulting, Information Technology, Web Design, Web Development	2012-01-01	51-100	https://perkannex.in	Perk Annex provides medical coding, health insurance claim processing, hospital management software, and web services.
hackernest	HackerNest	Association, Enterprise Software, Events, Non Profit	2011-01-11	NULL	http://www.hackernest.com	HackerNest is a global nonprofit that gets more people into tech so they can afford to be healthier & happier.
vision-solar	Vision Solar LLC	Battery, Clean Energy, Construction, Energy, Renewable Energy, Solar	2018-01-01	251-500	https://visionsolar.com/	Vision Solar designs and installs the best performing, cost efficient, and aesthetically pleasing solar solutions in the industry.
memebox	Memebox	Beauty, Consumer Goods, Cosmetics, E-Commerce	2012-01-01	251-500	http://us.memebox.com	Memebox is a consumer company that provides customers with the Asian beauty products, culture, and trends.
smartasset	SmartAsset	Finance, Financial Services, FinTech, Marketplace, Personal Finance, Wealth Management	2012-01-01	251-500	https://smartasset.com/	SmartAsset is an online destination for financial advice that powers SmartAdvisor, a marketplace connecting consumers to financial advisors.
world-solver	World Solver	Artificial Intelligence (AI), FinTech, GreenTech, Health Care, Venture Capital	2024-11-13	1-10	https://worldsolversyndicate.com/	Dedicated to solving some of the world's biggest challenges.
nexxto	NEXXTO	Information Technology, Internet of Things, Risk Management	2010-11-20	11-50	http://nexxto.com/	NEXXTO develops and offers an end-to-end system for tracking, control, and management of assets.
gate5	gate5	Location Based Services, Mobile Devices, Software	1999-01-01	11-50	http://www.gate5.net	Gate5 offers mapping and location based services for mobile devices.
alinha	Alinha	Information Technology, Software	2014-07-01	1-10	http://www.alinha.me	The platform for support and acceleration of sewing shops Social Technology bringing information and connection with the market
lgilab	LGiLab	NULL	2006-05-01	NULL	http://www.lgilab.com	Operating since May06, The LightSpeed Gemini Internet Lab is dedicated to funding companies that are at the earliest stages, supporting
venture-foramerica	Venture for America	Financial Services, Non Profit, Venture Capital	2011-01-01	11-50	http://ventureforamerica.org/	Venture for America is a fellowship program for enterprising recent college graduates to launch their careers as entrepreneurs.
23numbers-gmbh	23numbers GmbH	Marketing, Telecommunications	2016-01-01	1-10	https://23numbers.net	Mobile Operator service stack to enable 2 or multiple mobile phonenumbers to be assigned to a mobile phone for privacy protection
researchgate	ResearchGate	Internet, Professional Networking, Social Media	2008-05-01	251-500	http://www.researchgate.net	ResearchGate is the professional network for researchers.
mister-spex	Mister Spex	E-Commerce, Eyewear, Internet, Retail, Shopping	2007-12-01	251-500	http://misterspex.de	Mister Spex is an online store that sells various brands of glasses and contact lenses.
hinshaw-culbertson	Hinshaw & Culbertson	Consulting, Legal	1934-01-01	251-500	http://www.hinshawlaw.com	Hinshaw & Culbertson LLP is a large law firm with many diverse areas of practice.
dhb-capital-corp	DHB Capital Corp	NULL	2020-01-01	NULL	https://www.dhbcap.com/	DHB Capital offers prospective public-ready firms the option to engage with a sponsor that has a proven track record.
deshe	Bridgewise	Analytics, Artificial Intelligence (AI), Big Data, Data Integration, FinTech, Information Technology, Machine Learning, Natural Language Processing, Predictive Analytics, Software	2019-01-01	51-100	https://www.bridgewise.com/	Bridgewise closes the financial information gap, empowering global investors to make informed decisions across markets and languages.
getsafe	Getsafe	Auto Insurance, FinTech, Insurance, InsurTech, Life Insurance, Mobile Apps	2015-01-01	251-500	http://www.hellogetsafe.com	Getsafe is a digital insurance company that provides liability, legal, health, and pet insurance services.
adhive	AdHive	Advertising Platforms, Artificial Intelligence (AI), Blockchain, Brand Marketing, Digital Marketing, Marketing, Marketing Automation, Social Media Advertising	2017-11-02	11-50	http://adhive.tv	Adhive.tv is an AI and community powered platform for native video advertising for video influencers.
findcourses-co-uk	findcourses.co.uk	E-Learning, Education, Training	2001-01-01	51-100	https://www.findcourses.co.uk	findcourses.co.uk is a search engine dedicated to cooperate training and further education.
ccamp	CCAMP	NULL	NULL	NULL	https://ccamp.com.au/	Buy Camping Gear Online | Ccamp.com.au
speedlegal-dfad	SpeedLegal	Artificial Intelligence (AI), SaaS	2019-07-01	11-50	https://speedlegal.io/	SpeedLegal is a SaaS that allows legal and business professionals to review complicated contracts in minutes instead of a few hours
carwow	Carwow	Automotive, Marketplace, Transaction Processing	2013-01-01	101-250	https://www.carwow.co.uk	Carwow is an online car marketplace that connects customers, automotive brands and car dealers.
ideal-hosting-server-internet-service-trade	iDeal Hosting Server Internet Service Trade	Information Technology, SEO, Web Hosting	2005-01-01	11-50	https://www.idealhosting.com.tr	Ideal Hosting offers web hosting, SEO hosting, and domain registration services.
myeg-alternative-payments-services	MyEG Alternative Payments Services	NULL	NULL	NULL	NULL	eWallet Services
gateway-ventures	Gateway Ventures	NULL	1999-01-01	1-10	http://www.gatewayventures.net	Gateway Ventures is a service provider which involved in consultation service for engineering, logistics and process management.
defense-technologies-international-corp	Defense Technologies International Corp	Security	1998-01-01	11-50	http://www.defensetechnologiesintl.com/	Defense Technologies International provides technological products for personal and collateral protection, mainly for school security.
n8n-io	n8n	Information Technology, SaaS, Software	2019-11-01	51-100	https://n8n.io/	n8n is an automation and integration platform that specializes in software integrations and workflow automation software and tools.
wemakefuture	wemakefuture	Business Development, Business Information Systems, Electronic Design Automation (EDA), IT Infrastructure, IT Management	2019-01-01	11-50	https://www.wemakefuture.com/services/power-automate-experts	wemakefuture is an IT consultancy that focuses on making formerly Integromat, Zapier, Workato, Power Automat, n8n, and air table.
mmis	MediSpend	Biopharma, Biotechnology, Health Care, Information Technology, Life Science, SaaS	1999-01-01	11-50	https://www.medispend.com/	MMIS is a SaaS compliance solutions for the life science industry. Compliance is mandatory.
speak-381b	Speak_	B2B, Generative AI, Human Resources, Information Technology, Recruiting, SaaS, Software	2021-01-01	1-10	https://speak.careers	Speak_ is your customizable AI recruitment partner that reviews every resume and helps you find the needle in the haystack.
isla	Isla	Beauty, Consumer Goods, E-Commerce, Wellness	2020-01-01	1-10	https://isla-beauty.com/en	Isla is a beauty brand that aims to blur the lines between skincare and makeup for the beauty future.
isla-dc9f	Isla	Collaboration, SaaS, Software, Ticketing	2022-12-07	1-10	https://getisla.com	A scalable, reliable, and collaborative internal ticketing system to sustain explosive growth.
parakeet-health	Parakeet Health	Artificial Intelligence (AI), Call Center, Generative AI, Health Care	2023-11-01	1-10	https://www.parakeethealth.com	Parakeet Health is a AI contact center agent for healthcare practices.
d10e	d10e	Association, Communities, Social Media	2014-01-01	1-10	http://d10e.biz	Event experiences and a digital community dedicated to integrating decentralizing innovation into the cultural consciousness.
coast	Coast	Communities, E-Commerce, Fashion, Lifestyle, Web Design	1996-01-01	1001-5000	http://www.coast-stores.com	Coast sells high end and upscale clothing and accessories via its website.
bernegger-ventures	Bernegger Ventures	Venture Capital	2007-03-01	1-10	http://www.bernegger-ventures.com	Bernegger Ventures is a venture capital firm specializing in incubation, seed/startup, emerging growth, and growth capital investments.
cure-violence	Cure Violence	Communities, Education, Non Profit	1995-01-01	11-50	https://cvg.org/	A non-profit which intervenes in crises, mediates disputes between individuals, and intercedes on group disputes to prevent violent events.
project-nuevo-mundo	NuMundo	Travel, Travel Agency	2014-05-22	1-10	http://www.numundo.org/	NuMundo is a transformational travel platform to connect individuals to life-changing experiences.
techsee	TechSee	Artificial Intelligence (AI), Augmented Reality, Communications Infrastructure, Computer Vision, Mobile, Software, Virtualization	2015-01-01	101-250	http://www.techsee.me	TechSee builds smart visual platforms that enable service providers to interact with the customer via a live virtual channel.
fintech-forum	FinTech Forum	NULL	2013-07-01	NULL	http://www.fintechforum.de	Since 2013, the first & largest community for FinTech startups, investors & financial institutions in Continental Europe.
singularity-ventures-2	Singularity Ventures	NULL	2007-01-18	1-10	http://singularityventures.in	Singularity Ventures is a multi-strategy emerging markets investment firm that invests in both public as well as private companies.
cove-markets	Cove Markets	Trading Platform	2018-01-01	1-10	https://www.covemarkets.com	Cove Markets is a provider of a trading platform intended for frictionless trading.
scale-up-venture-capital	Scale-Up	Finance, Funding Platform, Venture Capital	2015-01-01	1-10	http://www.scale-up.vc/	Scale-Up is a venture capital firm that makes investments in late and growth stage technology companies.
sourceasy	sourceeasy	Apparel, Fashion, Manufacturing, SaaS, Supply Chain Management	2013-03-01	51-100	http://sourceeasy.com	Sourceasy is a web platform that enables designers and brands to get their apparel manufactured and delivered to them.
ethereum	Ethereum Foundation	Application Performance Management, Blockchain, Consumer Applications, Cryptocurrency, Decentralized Finance (DeFi), Ethereum, Internet, Smart Contracts, Transaction Processing, Virtual Currency	2014-01-01	51-100	https://www.ethereum.org/	Ethereum is a platform and a programming language that helps developers to build and publish next-generation distributed applications.
magenta-venture-partners	Magenta Venture Partners	Venture Capital	2018-10-01	1-10	https://magenta.vc/	Israeli venture capital firm focused exclusively on Israeli and Israeli-related early stage technology startups across multiple categories
comecero	Comecero	E-Commerce, E-Commerce Platforms, Marketplace, Payments, Subscription Service	2015-01-01	11-50	https://comecero.com	Leading commerce platform with robust API and open-source marketplace of apps.
lean-systems	Lean Systems	Cloud Management, Logistics, Software, Transportation	2015-01-01	1-10	https://www.leansystems.co	Lean Systems provides top-tier optimization for transportation and logistics.
scripted	Scripted.com	B2B, Content Creators, Copywriting, Crowdsourcing, Freelance, Internet	2011-05-01	11-50	http://www.scripted.com	Scripted provides freelance writing services for small businesses.
optiply	Optiply	Information Technology, Logistics, Software, Supply Chain Management	2015-01-01	11-50	https://optiply.nl	Optiply is a privately held company that specializes in forecasting & supply management software for webshops.
maa-a3d7	MAA	Non Profit, Real Estate, Social	2007-06-01	1-10	https://www.msaptassoc.org	MAA is a non-profit organization that promotes and enhances the professionalism of the apartment industry through education and trade shows.
carwow-deutschland	Carwow Deutschland	Car Sharing, Internet, Search Engine	2016-01-01	101-250	https://www.carwow.de/	Carwow Deutschland provides information and assists users in buying new cars from dealers and gives feedback on untrustworthy dealers.
arka-universidad	Arka Universidad	E-Learning, Education, Higher Education	NULL	NULL	https://www.arkaedu.com	Arka Universidad partners with Coursera for online programs, offering recognized degrees and continuous tutor support.
freed-500a	FREED	Consulting, E-Commerce, Internet	2013-01-01	1-10	https://freed.tools	FREED is an internet company specializing in e-commerce, user experience research, design for experience, and insight-based innovation.
giir	GIIR	Advertising, Marketing, Media and Entertainment	1984-01-01	NULL	http://www.g2rgroup.com	GIIR operates in the business of advertising and marketing communications.
defense-technology	Defense Technology	Aerospace, Government, Military, Training	NULL	11-50	http://www.deftechinc.com	Defense Technology supports the warfighter through the delivery of new aircraft, field maintenance, training, spares, and overhaul.
intra-defense-technologies	Intra Defense Technologies	Aerospace, Machinery Manufacturing, Manufacturing	2014-01-01	51-100	https://www.intra.sa	Intra Defence Technologies is a high-tech company that designs, develops, and manufactures high-performance unmanned aerial systems.
prosperity-lending	Prosperity Lending	Finance, Financial Services, Lending	NULL	11-50	https://prosperitylending.com	Prosperity Lending provides pre-approvals, in-house underwriting, and on-time closing services.
elevenlabs	ElevenLabs	Artificial Intelligence (AI), Content Creators, Developer APIs, Generative AI	2022-04-17	101-250	http://elevenlabs.io	ElevenLabs develops AI audio models for speech and sound generation.
leanix	LeanIX	Collaboration, Enterprise Software, IT Management, SaaS, Software	2012-01-10	501-1000	http://www.leanix.net	LeanIX is a Software-as-a-Service (SaaS) company that manages Enterprise Architecture and multi-cloud environments.
remote4me	Remote4me	Career Planning, Recruiting	2019-05-01	1-10	https://remote4me.com/	Remote4me is an aggregator for remote jobs (collects it from HackerNews, Stackoverflow jobs, Weworkremotely, Authentic Jobs and many others)
speak-2	SPEAK	Crowdsourcing, Language Learning, Social	2012-09-10	11-50	https://www.speak.social	SPEAK a crowdsourcing language exchange between migrants, refugees and locals that breaks barriers, promotes multilingualism and equality.
fluent-solar-llc	Fluent Solar, LLC	Energy, Energy Efficiency, Renewable Energy, Solar	2014-09-06	11-50	http://www.fluentsolar.com	Fluent Solar is a leading renewable energy company focusing on solar energy solutions.
change-org-bd	Change.org.bd	Association, Business Development, Energy, Renewable Energy, Social Entrepreneurship	2016-10-03	NULL	http://www.change.org.bd/	CHANGE is a youth-led development agency that works in the field of environment, renewable energy, and water sector. 
parakeet	Parakeet	Information Services, Information Technology, Mobile Apps, Property Management, Software	2014-01-01	1-10	http://goparakeet.com/	Parakeet has been instrumental in turning our old fashioned locks and keys to cutting edge high-tech keyless entry systems.
fielding-dreams	Fielding Dreams	Sporting Goods, Sports, Sports Leagues and Teams, Training	2011-01-01	101-250	https://www.fieldingdreams.co.za	Fielding Dreams Pty Ltd manages Jeppe/FC Porto football club and hosts football events, leagues, and coaching programs.
mfine	mfine	Apps, Artificial Intelligence (AI), Health Care, Hospital, Medical	2017-01-01	501-1000	https://www.mfine.co/	Mfine is a health-tech startup developing an AI-powered telemedicine mobile app.
quarton-international	Cowen	Financial Services	2015-01-01	11-50	https://www.cowen.eu/en/	An investment bank and financial advisor focused on the middle markets in the USA and Europe
sellerx	SellerX	Brand Marketing, Consumer Goods, E-Commerce	2020-01-01	501-1000	https://www.sellerx.com	SellerX buys and builds Amazon businesses, helping entrepreneurs realise the next stage of their businesses, and their lives.
entree-capital	Entrée Capital	Enterprise, Finance, Financial Services, Infrastructure, Venture Capital	2009-09-01	11-50	http://www.entreecap.com	Entrée Capital is a venture capital firm that funds multi-stage startups and companies all over the world.
lighthouse-ltd	Lighthouse	Analytics, Business Intelligence, Hospitality, Hotel, Information Technology, SaaS, Software	2012-01-01	501-1000	https://www.mylighthouse.com	Lighthouse is a commercial platform for the travel & hospitality industry.
safecharge-international-group	Nuvei	Financial Services, FinTech, Information Technology, Payments, Risk Management	2007-01-01	1001-5000	https://nuvei.com/	Nuvei is the payment technology partner of thriving brands.
cuebiq	Cuebiq	Advertising, Analytics, Big Data, Business Intelligence, Location Based Services, Market Research, Retail Technology	2015-09-01	51-100	http://www.cuebiq.com	Cuebiq provides location intelligence and measurement company.
bitclave	BitClave	Bitcoin, Blockchain, FinTech, Information Technology, Internet, Search Engine	2016-01-01	11-50	https://www.bitclave.com	BitClave is a decentralized search ecosystem built on the blockchain to help match sellers with buyer needs.
zell-entrepreneurship-program	Zell Entrepreneurship Program	Higher Education, Social Entrepreneurship, Venture Capital	1999-01-01	NULL	https://zli.umich.edu/	Zell Entrepreneurship Program is designed for outstanding undergraduates who aspire to work in an entrepreneurial organization.
realmatch	PandoLogic (formerly RealMatch)	Advertising, Analytics, Artificial Intelligence (AI), Career Planning, Human Resources, Internet, Machine Learning, Marketing, Recruiting, Search Engine	2007-01-01	51-100	http://www.pandologic.com	PandoLogic provides programmatic job advertising solutions powered by predictive analytics, machine learning, and A.I.
cars-com	Cars.com	Automotive, Digital Marketing, E-Commerce	1998-06-01	5001-10000	http://cars.com	Cars.com is a online destination that helps car shoppers and owners navigate every turn of car ownership.
aroundrs	Aroundrs	Apps, Food and Beverage, Packaging Services, Sharing Economy, Software, Sustainability, Waste Management	2021-01-01	1-10	https://aroundrs.com	Aroundrs is a startup that provides smart and reusable packaging for food and beverage industry.
maa-fruits	Maa Fruits	Food and Beverage, Fruit	1997-01-01	NULL	NULL	Maa Fruits produces mango and guava pulp in cans, and juices in pet and tetra packs for Indian and export markets.
servicetrade	ServiceTrade	E-Commerce, Enterprise Software, Mobile, Web Apps	2012-01-01	51-100	http://servicetrade.com	ServiceTrade offers mobile and web apps for maintenance businesses to deliver more service calls and connect with their customers.
courserank	CourseRank	Career Planning, Developer Tools	2007-01-01	1-10	http://www.courserank.com	CourseRank is a web platform providing students with relevant information they require to plan their academic careers.
freed-2f46	Freed	Health Care	2022-01-01	11-50	https://www.getfreed.ai	Freed is an AI scribe that listens, transcribes, and writes SOAP notes in real time—saving clinicians hours on documentation.
freed-mobile-interactive	Freed	Android, iOS, Mobile Apps, Software	2012-01-01	11-50	https://freed.nl/	Freed is an IT services company that offers mobile apps, iOS app development, marketing, narrowcasting, and interactive solutions.
freed-8866	FREED	Consulting, Debt Collections, Financial Services	2020-01-01	101-250	https://freed.care	FREED assists consumers burdened by debt in resolving their financial obligations and regaining financial freedom.
alternative-payments	Alternative Payments	E-Commerce, Financial Services, Payments	1999-01-01	11-50	https://www.alternativepayments.com	Alternative Payments provide a global payment infrastructure to assist e-commerce companies.
innovative-defense-technologies-idt	Innovative Defense Technologies (IDT)	Information Technology, Software	2006-01-01	101-250	http://idtus.com	Innovative Defense Technologies is an information technology company that provides software testing and data analysis services.
whitefox-defense-technologies-inc	WhiteFox Defense Technologies	Drone Management, Drones, Mobile, Security	2015-12-14	51-100	https://www.whitefoxdefense.com/	WhiteFox Defense Technologies develops and provides drone threat mitigation device the DroneFox.
prosper-ex	Prosper EX	Information Technology, Productivity Tools, SaaS, Software	2021-01-01	11-50	https://explore.prosperex.com.au	Prosper EX is a cloud-based platform for employee engagement that provides real-time data and insights for performance enhancement.
versitech	VersiTech	Point of Sale, Software	1992-01-01	11-50	https://www.versitech.com	VersiTech is a POS software tool tailored to the specific needs of servers, bartenders, chefs, and general managers.
jobs-for-america-s-graduates	Jobs for America's Graduates	Consulting, Education, Non Profit	1980-01-01	1-10	https://jag.org/	Jobs for America's Graduates is a non-profit organization to empower youth with the skills and support in education, employment, and life.
jobs-ie	Jobs.ie	Recruiting	2000-01-01	11-50	http://www.jobs.ie	Jobs.ie offers a website that enables job seekers to find professions and training courses.
valley-solar-llc	Valley Solar LLC	Consulting, Energy, Environmental Consulting, Renewable Energy, Solar	2015-01-01	11-50	https://valleysolar.solar/	Valley Solar is the highest-rated and fastest-growing solar energy company earning the most 5-star reviews and consumer awards, hands down.
change-org	Change.org	CivicTech, Internet, Non Profit	2007-02-01	251-500	http://www.change.org	Change.org is social change platform with over 150 million users worldwide.
the-change-org-foundation	The Change.org Foundation	CivicTech, Non Profit, Social, Training	2016-01-01	51-100	https://changefoundation.org/	The Change.org Foundation empowers the world’s most marginalized communities through training, and partnerships for citizen-led campaigning.
parakeet-trading	Parakeet Trading	Developer Platform, Financial Services, Payments, Service Industry	2018-01-01	1-10	https://www.helloparakeet.com	Parakeet Trading makes simple to automate early payment collection, broker returns and manage business debt.
santa-b5d0	Santa	Internet	2019-01-01	51-100	https://getsanta.com	Santa is a retail concept powered by technology that combines physical and digital elements to create an innovative shopping experience.
paddle	Paddle	Apps, B2B, FinTech, Internet, Payments, SaaS, Software	2012-01-01	251-500	https://paddle.com	Paddle is a payments infrastructure provider for SaaS companies.
singulardtv	Breaker (SingularDTV)	Blockchain, Digital Entertainment, Film, Music, TV	2016-01-01	11-50	https://breaker.io	A decentralized global distribution platform empowers artists with a fairer, transparent monetization model through blockchain technology.
provenance-blockchain	Provenance Blockchain	Blockchain, Cryptocurrency, FinTech	2018-01-01	11-50	https://www.provenance.io	Provenance Blockchain combines the distributed, trustless, and immutable characteristics of blockchain.
nooyalla	NooYalla	Business Development, Copywriting, Venture Capital	2012-01-01	1-10	http://www.nooyalla.com/	Develop compelling presentation design, smart content marketing, and engaging copywriting.
hello-scout-inc	Hello Scout Inc.	Mobile, Tourism, Travel	2014-12-01	1-10	http://helloscout.com	Scout helps travelers do incredible things, with zero planning.
bbs-network-5e95	BBS Network	Information Technology, Software	2021-01-01	1-10	https://www.bbsnetwork.io	BBS network is a decentralized public network of user-run online message boards
blackwood-ventures	BlackWood Ventures	Finance, Financial Services, FinTech	2022-01-01	11-50	https://www.blackwood.vc	Venture Capital Fund
azimo	Azimo	Financial Services, FinTech, Mobile Payments, Personal Finance	2012-01-01	51-100	http://azimo.com	Azimo is an online money transfer company that provides a fast, secure, and low-cost alternative to legacy high street remittance services.
loudcloud-systems	LoudCloud Systems	Analytics, Education, Enterprise Software, Information Technology, Internet, Predictive Analytics, Software	2010-02-01	101-250	http://www.loudcloudsystems.com	LoudCloud is a learning ecosystem creating an intelligent platform built on behavioral analytics for teaching and learning.
crave	CRAVE	E-Commerce, Lifestyle, Sex Tech, Toys, Young Adults	2010-01-01	1-10	http://www.lovecrave.com	Crave is a lifestyle brand that offers sex toys through designed, discreet, and luxurious vibrators.
boxed	Boxed	Apps, E-Commerce, Mobile, Shopping	2013-06-01	101-250	http://www.boxed.com	Boxed is an online bulk grocery retailer used to offer wholesale club experience for modern shoppers.
alloy-labs	Alloy Labs	Financial Services, FinTech	2015-01-01	11-50	http://alloylabs.com	Alloy Labs operates the Alloy Alchemist Fund, a strategy-led venture capital fund for bank LPs, alongside its consortium of community banks.
phlo-7035	Phlo	Health Care, Internet, Medical, Pharmaceutical	2019-01-01	51-100	http://www.wearephlo.com	Phlo is a digital pharmacy that provides secure, real-time, same-day prescription delivery.
boundary-technologies-ltd	Boundary	Artificial Intelligence (AI), Computer Vision, Consumer Electronics, Hardware, Internet of Things, Machine Learning, PropTech, Security, Smart Home	2018-04-10	1-10	https://boundary.co.uk	Proptech, IoT, HaaS, B2C, AI, ML
boundary-e785	Boundary	3D Technology, Animation, Media and Entertainment	2020-04-01	NULL	https://boundary-inc.co.jp/	Boundary is a production studio that mainly focuses on 3DCG animation.
consultancy	Consultancy	Consulting, Professional Services	2014-01-01	1-10	https://consultancy.uk	Consultancy is an online platform that provides news, trends, and information about the UK's consulting industry.
consultancy-group	Consultancy Group	Architecture, Civil Engineering, Construction, Consulting, Interior Design, Project Management	1991-01-01	101-250	https://cg.com.sa	Consultancy Group is an architecture and engineering company that offers interior design, construction, and infrastructure services.
ginetta	Ginetta	Information Technology, Web Development	2008-01-01	11-50	http://ginetta.net/	Ginetta is a web and mobile application development company based in Zurich, Switzerland.
kriyan-infotech-llp	Kriyan Infotech LLP	Advertising, Apps, Consulting, Food and Beverage, Information Services, Real Estate, Web Design, Web Development	2006-02-14	251-500	http://www.kriyaninfotech.com/	Delivering Custom Built Software Solutions & Website Development Services
sqdl	SQDL	Software	2023-02-01	1-10	http://www.sqdl.ai	SaaS platform that manages ecommerce marketing using advanced AI.
silver-lake	Silver Lake	Finance, Financial Services, FinTech, Information Technology, Venture Capital	1999-01-01	251-500	http://www.silverlake.com	Silver Lake is a private equity firm that makes large-scale investments in technology companies.
continuum-data-centers	Continuum Data Centers	Big Data, Enterprise Software, Information Technology, Location Based Services, Robotics	2013-07-01	1-10	http://www.newcontinuum.net	Continuum Data Centers is a provider of data centers and colocation solutions.
credit-hydra	Credit Hydra	Banking, Bitcoin, Blockchain, Credit, Credit Bureau, Cryptocurrency, Ethereum, FinTech, Identity Management, Personal Finance, Virtual Currency	2017-03-01	1-10	http://www.credithydra.com	Protocol to Create a decentralized credit bureau on blockchain
sila	Sila	Banking, Credit Cards, Debit Cards, Developer APIs, Financial Services, FinTech, Payments	2018-01-01	51-100	https://www.silamoney.com	Sila is the leading money API for fintech. An API platform that provides banking and payment infrastructure-as-a-service.
snapsheet	Snapsheet	Auto Insurance, Insurance, InsurTech, Mobile, Property Insurance	2011-01-01	251-500	https://www.snapsheetclaims.com/	Snapsheet is a provider of virtual appraisal technology and claims management software solutions in the insurance industry.
boundary-b022	Boundary	Casual Games, Gaming, PC Games	2023-10-01	NULL	NULL	Boundary specializes in game development and has a strong background in global publication.
articularis-healthcare-group	Articularis Healthcare Group	Health Care, Medical, Service Industry	2001-01-01	101-250	https://articularishealthcare.com	Articularis Healthcare Group is a healthcare service provider company.
consultancy-media	Consultancy Media	Advertising, Service Industry	2007-01-01	11-50	https://consultancymedia.com	Consultancy Media is a creative services company of artists and strategists: journalists, writers, videographers, photographers, editors.
maze-c52c	Maze	Advertising, Digital Marketing, E-Commerce, E-Commerce Platforms, Information Technology, Marketing, Web Development	2006-01-01	11-50	https://www.wearemaze.com/	Maze is a Lebanese award-winning digital agency offering Ecommerce, SEO, PPC Advertising, Social Media & Design services.
gb-soluzioni	GB Soluzioni	Manufacturing, Medical Device, Product Design	2007-01-01	11-50	https://www.gbsoluzioni.com/	GB Soluzioni is a manufacturer of medical equipment and offers consulting services for machinery directive and process validation.
